Deal_id,Deal_date,First_deal_date,Secret_dwarf_info_1,Secret_dwarf_info_2,Secret_dwarf_info_3,First_default_date,Successful_deals_count,Region,Tavern,Hashed_deal_detail_1,Hashed_deal_detail_2,Hashed_deal_detail_3,Hashed_deal_detail_4,Hashed_deal_detail_5,Hashed_deal_detail_6,Age,Gender,Default
33033280,2016-02-01,2015-11-19,,,,,0.0,Tavern_district_3,7,2.5,-3,7,2.5,-3,5,20.0,Female,0
38947025,2016-03-17,2015-09-18,,,,,2.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,26.0,Female,0
23154937,2015-11-02,2015-09-22,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,24.0,Female,1
38237828,2016-03-13,2015-12-18,,,,,0.0,Tavern_district_3,13,2.5,-3,8,2.5,-3,5,39.0,Female,0
18513547,2015-10-01,2015-05-07,,,,,0.0,Tavern_district_3,7,2.5,-2,9,2.5,-3,5,44.0,Female,0
59607828,2016-08-06,2015-11-29,,,,,3.0,Tavern_district_1,13,2.5,-3,5,12.5,-3,5,39.0,Female,0
61391334,2016-08-19,2015-10-31,,,,,7.0,Tavern_district_6,13,2.5,-3,14,2.5,-3,5,44.0,Female,0
36373616,2016-02-29,2015-07-01,3.5,-2.0,5.0,2016-01-15,1.0,Tavern_district_3,8,2.5,-3,9,6.5,-3,5,39.0,Female,0
42615241,2016-04-07,2015-02-25,,,,,6.0,Tavern_district_3,7,2.5,-3,18,2.5,-3,5,34.0,Female,0
25589598,2015-11-22,2015-10-03,3.5,-2.0,5.0,2015-11-06,0.0,Tavern_district_1,7,2.5,-3,7,2.5,-3,5,38.0,Female,1
25243817,2015-11-20,2015-10-09,,,,,0.0,Tavern_district_6,7,2.5,-3,8,2.5,-3,5,22.0,Female,0
44997260,2016-04-19,2015-10-20,,,,,0.0,Tavern_district_3,7,2.5,-3,10,2.5,-3,5,44.0,Male,0
65447845,2016-09-11,2016-03-25,,,,,0.0,Tavern_district_4,39,2.5,-3,8,2.5,-3,5,40.0,Male,0
68943638,2016-09-28,2015-10-24,,,,,4.0,Tavern_district_3,39,2.5,9,5,2.5,-3,5,32.0,Female,0
58646640,2016-07-28,2016-03-06,,,,,0.0,Tavern_district_3,7,2.5,-3,11,2.5,-3,5,50.0,Female,0
685414100,2016-09-26,2016-06-30,,,,,0.0,Tavern_district_0,7,2.5,-3,7,2.5,-3,5,30.0,Female,0
61896111,2016-08-22,2015-08-29,4.5,-3.0,5.0,2016-05-30,2.0,Tavern_district_6,7,2.5,-3,12,2.5,-3,5,25.0,Female,0
18005382,2015-09-25,2015-05-07,,,,,0.0,Tavern_district_0,7,2.5,-3,9,2.5,-3,5,28.0,Female,0
15518363,2015-08-26,2015-04-07,,,,,0.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,20.0,Female,0
64153310,2016-09-03,2016-08-09,,,,,0.0,Tavern_district_3,58,2.5,-3,5,2.5,-3,5,37.0,Female,0
50398080,2016-05-23,2016-04-08,,,,,0.0,Tavern_district_3,8,2.5,-3,5,3.5,-3,5,30.0,Female,0
46596788,2016-04-29,2016-04-15,,,,,0.0,Tavern_district_0,7,2.5,-3,6,2.5,-3,5,29.0,Female,1
40150072,2016-03-24,2015-09-24,,,,,0.0,Tavern_district_6,18,2.5,-3,7,2.5,-3,5,45.0,Female,0
45492695,2016-04-22,2015-12-02,,,,,0.0,Tavern_district_4,13,2.5,-3,8,2.5,-3,5,51.0,Female,0
67226847,2016-09-20,2016-06-08,,,,,0.0,Tavern_district_5,7,2.5,-3,8,2.5,-3,5,24.0,Female,0
66492443,2016-09-17,2015-11-03,,,,,2.0,Tavern_district_3,7,2.5,-3,15,2.5,-3,5,39.0,Female,0
4068293,2016-03-26,2016-02-14,,,,,0.0,Tavern_district_1,13,2.5,-3,6,2.5,-3,5,33.0,Female,0
52392275,2016-06-04,2016-01-02,,,,,0.0,Tavern_district_5,13,2.5,0,6,2.5,-2,5,61.0,Female,0
58159987,2016-07-23,2016-05-25,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,57.0,Female,0
5367847,2016-06-13,2016-03-25,,,,,0.0,Tavern_district_2,13,2.5,-3,7,4.5,-3,5,57.0,Male,0
24941839,2015-11-18,2015-08-26,,,,,0.0,Tavern_district_2,27,2.5,1,5,2.5,-3,5,20.0,Female,0
38327557,2016-03-13,2015-09-20,,,,,0.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,38.0,Male,0
2270945,2015-11-07,2015-09-21,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,30.0,Female,0
13505184,2015-07-10,2015-04-19,,,,,0.0,Tavern_district_4,27,2.5,-3,5,2.5,-1,5,29.0,Female,0
38025576,2016-03-12,2015-09-09,,,,,1.0,Tavern_district_3,23,2.5,-3,11,2.5,-3,5,30.0,Male,1
53182267,2016-06-10,2016-03-13,,,,,0.0,Tavern_district_2,7,2.5,-3,8,2.5,-3,5,37.0,Female,0
15746459,2015-08-28,2015-04-30,,,,,8.0,Tavern_district_2,27,2.5,8,5,2.5,-3,5,31.0,Female,0
1584438,2015-08-29,2015-03-12,,,,,0.0,Tavern_district_3,17,2.5,-3,5,7.5,-3,5,33.0,Female,0
27386159,2015-12-08,2015-10-06,,,,,0.0,Tavern_district_6,27,2.5,1,5,2.5,-3,5,32.0,Female,0
16736183,2015-09-11,2015-04-10,3.5,-2.0,5.0,2015-08-14,0.0,Tavern_district_3,23,2.5,-3,10,2.5,-3,5,45.0,Female,0
62129354,2016-08-24,2016-02-06,,,,,0.0,Tavern_district_1,13,10.5,-2,5,2.5,-3,5,53.0,Female,0
5982957,2016-08-08,2016-07-02,,,,,0.0,Tavern_district_3,27,2.5,-3,9,2.5,-3,5,33.0,Female,0
56362873,2016-07-06,2015-11-12,,,,,2.0,Tavern_district_3,8,2.5,-3,8,2.5,-3,5,36.0,Female,0
14214333,2015-07-31,2015-05-25,,,,,0.0,Tavern_district_3,7,2.5,-3,7,2.5,-3,5,28.0,Female,0
9334298,2015-04-29,2015-03-28,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,37.0,Female,0
39748683,2016-03-21,2016-01-18,,,,,0.0,Tavern_district_1,13,2.5,-3,6,2.5,-3,5,43.0,Male,0
63780263,2016-09-01,2016-05-07,,,,,0.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,31.0,Female,1
23700552,2015-11-12,2015-10-02,,,,,0.0,Tavern_district_4,13,2.5,-3,6,2.5,-3,5,44.0,Female,0
67960287,2016-09-24,2015-08-06,6.5,0.0,5.0,2015-10-06,3.0,Tavern_district_3,7,2.5,-3,20,2.5,-3,5,26.0,Female,0
53672013,2016-06-13,2016-01-13,,,,,0.0,Tavern_district_6,13,2.5,-3,6,4.5,-3,5,23.0,Female,0
27581991,2015-12-10,2015-09-11,,,,,0.0,Tavern_district_4,7,2.5,-3,7,2.5,-3,5,37.0,Female,0
23144214,2015-11-02,2015-09-22,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,25.0,Male,1
51848987,2016-05-31,2015-05-24,,,,,0.0,Tavern_district_3,26,2.5,-3,11,3.5,-3,5,29.0,Female,0
38011834,2016-03-12,2015-02-14,,,,,3.0,Tavern_district_0,7,2.5,-3,14,2.5,-3,5,42.0,Female,0
46474456,2016-04-28,2015-08-17,3.5,-3.0,5.0,2015-12-20,4.0,Tavern_district_3,23,2.5,-2,14,2.5,-3,5,45.0,Female,0
50499961,2016-05-23,2015-10-01,,,,,2.0,Tavern_district_6,7,2.5,-3,11,2.5,-3,5,47.0,Female,0
67290412,2016-09-20,2016-07-26,,,,,0.0,Tavern_district_3,39,2.5,-3,6,2.5,-3,5,41.0,Female,0
29060836,2015-12-20,2015-03-22,3.5,-2.0,6.0,2015-08-30,2.0,Tavern_district_4,13,2.5,-3,11,2.5,-3,5,62.0,Female,0
50615844,2016-05-24,2015-12-31,3.5,-3.0,5.0,2016-05-09,0.0,Tavern_district_2,13,2.5,-3,5,7.5,-3,5,32.0,Female,0
53670586,2016-06-13,2016-03-25,,,,,0.0,Tavern_district_6,18,2.5,-3,7,2.5,-3,5,40.0,Female,0
62916637,2016-08-28,2015-08-22,3.5,-3.0,5.0,2016-05-30,0.0,Tavern_district_3,7,2.5,8,9,2.5,-3,5,44.0,Female,0
68619162,2016-09-26,2016-05-08,,,,,2.0,Tavern_district_2,13,2.5,-3,5,3.5,-3,5,32.0,Female,0
54268784,2016-06-18,2015-11-21,,,,,2.0,Tavern_district_3,7,2.5,2,8,2.5,-3,5,35.0,Female,0
51002872,2016-05-26,2015-12-11,3.5,-3.0,5.0,2016-01-15,2.0,Tavern_district_7,13,2.5,-1,5,3.5,-3,5,33.0,Male,0
57645873,2016-07-18,2015-12-12,3.5,-2.0,5.0,2016-05-14,0.0,Tavern_district_6,8,2.5,5,5,2.5,-3,5,26.0,Male,0
52920397,2016-06-08,2016-04-18,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,41.0,Male,0
36838914,2016-03-04,2016-02-01,,,,,0.0,Tavern_district_1,13,2.5,-3,5,4.5,-3,5,30.0,Male,0
55409881,2016-06-27,2015-12-03,,,,,2.0,Tavern_district_2,13,2.5,-3,5,8.5,-3,5,42.0,Male,0
65955671,2016-09-14,2015-02-22,,,,,4.0,Tavern_district_1,27,2.5,-3,5,14.5,-3,5,35.0,Male,0
67509640,2016-09-21,2016-05-04,,,,,0.0,Tavern_district_4,8,2.5,1,5,2.5,-3,5,32.0,Female,0
30247156,2015-12-28,2015-08-31,,,,,0.0,Tavern_district_3,13,2.5,-3,9,2.5,-3,5,21.0,Female,0
68853497,2016-09-27,2015-12-22,,,,,0.0,Tavern_district_2,7,2.5,-3,10,2.5,-3,5,45.0,Female,0
53363772,2016-06-11,2016-05-17,,,,,0.0,Tavern_district_5,8,2.5,-3,6,2.5,-3,5,28.0,Female,0
43677829,2016-04-12,2015-08-19,,,,,0.0,Tavern_district_1,27,2.5,-3,8,2.5,-3,5,30.0,Female,0
61978312,2016-08-23,2015-05-21,,,,,6.0,Tavern_district_4,13,5.5,-2,24,2.5,-3,5,46.0,Female,0
35078120,2016-02-20,2015-10-26,3.5,-3.0,5.0,2016-01-01,0.0,Tavern_district_6,7,2.5,-3,9,2.5,-3,5,39.0,Female,0
66719434,2016-09-17,2015-10-31,,,,,17.0,Tavern_district_2,13,2.5,-3,29,2.5,-3,5,37.0,Female,0
5720997,2016-07-14,2016-04-02,,,,,2.0,Tavern_district_6,13,2.5,-3,7,2.5,-3,5,51.0,Female,0
16024548,2015-08-31,2015-05-05,,,,,0.0,Tavern_district_3,26,2.5,-3,8,2.5,-3,5,36.0,Female,0
57759487,2016-07-19,2016-01-31,3.5,-2.0,6.0,2016-05-09,0.0,Tavern_district_5,7,2.5,-3,7,3.5,-3,5,25.0,Female,0
29574376,2015-12-24,2015-11-03,,,,,0.0,Tavern_district_3,27,2.5,-3,6,2.5,-3,5,41.0,Female,0
32871471,2016-01-30,2015-11-10,,,,,0.0,Tavern_district_2,15,2.5,-2,5,4.5,-3,5,42.0,Female,0
60513364,2016-08-13,2016-06-06,,,,,0.0,Tavern_district_6,13,2.5,-3,7,2.5,-3,5,35.0,Female,0
56335822,2016-07-05,2016-04-05,,,,,0.0,Tavern_district_5,13,2.5,0,5,2.5,-3,5,32.0,Female,0
61873845,2016-08-22,2016-05-01,,,,,0.0,Tavern_district_2,13,2.5,-1,5,3.5,-3,5,37.0,Female,0
44356319,2016-04-16,2015-08-15,,,,,0.0,Tavern_district_3,7,2.5,-3,13,2.5,-3,5,38.0,Female,0
58641143,2016-07-28,2015-11-21,,,,,2.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,48.0,Female,0
35950656,2016-02-27,2015-11-30,,,,,5.0,Tavern_district_6,13,2.5,-3,9,2.5,-3,5,53.0,Male,0
62420378,2016-08-26,2015-11-18,3.5,-3.0,5.0,2016-07-22,0.0,Tavern_district_3,13,2.5,-3,14,2.5,-3,5,37.0,Female,0
55049238,2016-06-24,2016-03-15,,,,,0.0,Tavern_district_6,13,2.5,-3,6,4.5,-3,5,31.0,Female,0
67248882,2016-09-20,2015-12-10,,,,,3.0,Tavern_district_2,13,2.5,-3,5,13.5,-3,5,30.0,Female,0
43188833,2016-04-09,2016-02-21,,,,,0.0,Tavern_district_6,13,2.5,2,5,2.5,-3,5,56.0,Female,0
25789783,2015-11-24,2015-09-04,,,,,0.0,Tavern_district_2,27,2.5,-3,7,2.5,-3,5,26.0,Female,0
40058074,2016-03-23,2015-11-15,,,,,0.0,Tavern_district_3,7,2.5,0,6,2.5,-3,5,33.0,Female,1
48019576,2016-05-07,2016-01-19,3.5,-3.0,5.0,2016-03-20,0.0,Tavern_district_4,7,2.5,-1,7,2.5,-3,5,36.0,Female,1
31485339,2016-01-13,2015-12-07,,,,,0.0,Tavern_district_0,7,2.5,-3,6,2.5,-3,5,29.0,Female,0
63452653,2016-08-31,2016-04-23,3.5,-3.0,5.0,2016-07-30,0.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,49.0,Female,0
57388463,2016-07-16,2015-02-25,,,,,5.0,Tavern_district_6,8,2.5,4,5,8.5,-3,5,22.0,Female,0
41388814,2016-03-30,2015-04-10,,,,,5.0,Tavern_district_1,7,2.5,8,10,2.5,-3,5,43.0,Female,0
59070214,2016-07-31,2016-04-23,,,,,2.0,Tavern_district_1,45,2.5,-3,8,2.5,-3,5,20.0,Female,0
68019019,2016-09-24,2015-05-30,3.5,-2.0,6.0,2016-04-30,10.0,Tavern_district_3,43,2.5,-3,20,3.5,-3,5,27.0,Female,0
41853615,2016-04-02,2015-10-08,,,,,0.0,Tavern_district_4,7,2.5,-3,5,7.5,-3,5,54.0,Male,0
67830439,2016-09-23,2016-07-11,,,,,0.0,Tavern_district_4,7,2.5,-3,6,2.5,-2,5,37.0,Female,0
67930318,2016-09-23,2015-03-25,,,,,4.0,Tavern_district_1,7,2.5,-3,29,2.5,-3,5,53.0,Female,0
36209111,2016-02-28,2015-12-27,,,,,0.0,Tavern_district_4,15,2.5,-3,7,2.5,-3,5,29.0,Female,0
41742219,2016-04-01,2015-11-03,,,,,0.0,Tavern_district_6,7,2.5,-3,9,2.5,-3,5,55.0,Female,0
37512527,2016-03-08,2015-11-28,,,,,0.0,Tavern_district_6,23,2.5,-3,8,2.5,-3,5,36.0,Female,0
66674020,2016-09-17,2016-02-16,3.5,-3.0,5.0,2016-07-22,1.0,Tavern_district_4,39,2.5,-3,12,2.5,-3,5,32.0,Male,0
42786140,2016-04-08,2016-03-10,,,,,0.0,Tavern_district_3,7,2.5,-3,5,2.5,-3,5,43.0,Female,0
31608718,2016-01-15,2015-10-10,,,,,0.0,Tavern_district_4,7,2.5,-1,7,2.5,-3,5,43.0,Female,0
33306114,2016-02-05,2015-06-25,,,,,2.0,Tavern_district_3,23,2.5,-3,10,3.5,-3,5,33.0,Female,0
60154330,2016-08-11,2015-10-10,3.5,-2.0,5.0,2016-01-15,1.0,Tavern_district_4,7,2.5,-3,16,2.5,-3,5,30.0,Female,0
68186591,2016-09-24,2016-05-24,,,,,0.0,Tavern_district_5,7,2.5,-3,8,2.5,-3,5,35.0,Male,0
15281528,2015-08-18,2015-05-21,,,,,3.0,Tavern_district_3,8,2.5,-3,10,2.5,-3,5,23.0,Male,0
48586223,2016-05-11,2016-02-24,,,,,0.0,Tavern_district_2,13,2.5,-3,5,5.5,-3,5,24.0,Female,0
6323605,2016-08-30,2016-04-27,,,,,3.0,Tavern_district_4,39,2.5,-3,6,7.5,-3,5,45.0,Female,0
2331957,2015-11-09,2015-10-15,,,,,0.0,Tavern_district_5,23,2.5,-3,5,3.5,-3,5,33.0,Male,0
7936634,2015-04-01,2015-03-12,,,,,,Tavern_district_3,23,2.5,-3,5,2.5,-3,5,35.0,Female,1
51556997,2016-05-29,2015-10-26,,,,,5.0,Tavern_district_3,7,2.5,-3,14,2.5,-3,5,27.0,Female,0
26146083,2015-11-27,2015-10-20,,,,,0.0,Tavern_district_3,13,2.5,-3,6,2.5,-3,5,37.0,Female,0
27969132,2015-12-12,2015-10-11,,,,,0.0,Tavern_district_6,13,2.5,-3,5,4.5,-3,5,34.0,Female,1
64238140,2016-09-04,2016-05-02,,,,,0.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,34.0,Male,0
31702843,2016-01-16,2015-12-13,,,,,0.0,Tavern_district_1,7,2.5,-3,6,2.5,-3,5,40.0,Female,0
58955360,2016-07-30,2015-05-24,,,,,1.0,Tavern_district_1,7,2.5,-3,12,2.5,-3,5,28.0,Female,0
49232659,2016-05-15,2015-09-29,,,,,2.0,Tavern_district_6,7,2.5,3,5,2.5,-3,5,43.0,Female,0
20418886,2015-10-17,2015-09-19,,,,,0.0,Tavern_district_4,13,2.5,-3,5,3.5,-3,5,34.0,Female,0
67911890,2016-09-23,2016-08-23,,,,,0.0,Tavern_district_3,13,2.5,-3,5,3.5,-3,5,36.0,Female,0
13749260,2015-07-18,2015-05-28,,,,,0.0,Tavern_district_2,7,2.5,-3,6,2.5,-3,5,29.0,Female,0
33097335,2016-02-02,2015-10-31,3.5,-3.0,5.0,2015-12-06,0.0,Tavern_district_3,23,2.5,-3,8,2.5,-3,5,57.0,Female,0
67348085,2016-09-20,2015-11-18,3.5,-2.0,5.0,2016-04-22,2.0,Tavern_district_7,7,2.5,-3,14,2.5,-3,5,23.0,Female,0
67472416,2016-09-21,2015-11-15,,,,,0.0,Tavern_district_3,7,2.5,-3,13,2.5,-3,5,27.0,Female,0
51459261,2016-05-28,2016-05-01,,,,,0.0,Tavern_district_6,13,2.5,-3,5,2.5,-3,5,28.0,Female,0
14455414,2015-08-06,2015-02-14,,,,,2.0,Tavern_district_1,23,2.5,0,5,2.5,-3,5,34.0,Female,0
35350643,2016-02-22,2015-11-16,,,,,2.0,Tavern_district_6,23,2.5,-3,8,2.5,-3,5,58.0,Female,0
49944519,2016-05-20,2016-02-19,,,,,0.0,Tavern_district_6,13,2.5,-3,7,3.5,-3,5,36.0,Female,0
41123759,2016-03-29,2015-10-08,,,,,0.0,Tavern_district_3,7,2.5,-3,10,2.5,-3,5,37.0,Female,0
33872370,2016-02-10,2015-10-25,3.5,-3.0,5.0,2015-11-30,0.0,Tavern_district_3,7,2.5,-3,7,3.5,-3,5,28.0,Female,0
6587453,2016-09-13,2015-10-11,,,,,5.0,Tavern_district_4,7,2.5,-3,13,2.5,-3,5,24.0,Female,0
42175636,2016-04-04,2015-12-03,,,,,0.0,Tavern_district_0,7,2.5,-3,6,4.5,-3,5,34.0,Female,0
60396692,2016-08-12,2016-05-22,3.5,-3.0,5.0,2016-07-30,0.0,Tavern_district_5,13,2.5,-3,7,2.5,-3,5,50.0,Female,0
48199466,2016-05-08,2015-06-05,,,,,2.0,Tavern_district_7,7,2.5,-3,13,2.5,-3,5,32.0,Female,0
62801042,2016-08-27,2015-02-19,,,,,8.0,Tavern_district_2,13,2.5,15,11,5.5,-3,5,41.0,Female,0
64779541,2016-09-07,2015-11-02,,,,,4.0,Tavern_district_3,7,2.5,-3,15,2.5,-3,5,45.0,Female,0
21936945,2015-10-30,2015-09-02,,,,,0.0,Tavern_district_2,18,2.5,-2,5,2.5,-3,5,35.0,Female,0
28206458,2015-12-13,2015-11-12,,,,,0.0,Tavern_district_5,7,2.5,-3,7,2.5,-3,5,43.0,Female,1
66736124,2016-09-17,2016-04-25,,,,,2.0,Tavern_district_6,13,2.5,-3,10,2.5,-3,5,35.0,Female,0
41800325,2016-04-02,2015-03-31,,,,,3.0,Tavern_district_0,7,2.5,-3,17,2.5,-3,5,27.0,Female,0
12249576,2015-06-06,2015-03-29,,,,,0.0,Tavern_district_3,27,2.5,-1,5,2.5,-3,5,39.0,Female,0
6452174,2016-09-05,2015-10-08,,,,,0.0,Tavern_district_6,27,2.5,-3,5,8.5,-3,5,30.0,Female,0
3098749,2016-01-05,2015-09-18,,,,,0.0,Tavern_district_1,7,2.5,-3,8,2.5,-3,5,31.0,Female,0
64503012,2016-09-05,2016-03-20,,,,,0.0,Tavern_district_5,13,2.5,-3,5,5.5,-3,5,32.0,Female,0
59203273,2016-08-02,2015-10-31,,,,,1.0,Tavern_district_3,7,2.5,-3,13,3.5,-3,5,25.0,Male,1
22922551,2015-11-08,2015-04-22,,,,,1.0,Tavern_district_0,7,2.5,-3,11,2.5,-3,5,32.0,Female,0
49838623,2016-05-20,2015-09-29,4.5,-1.0,7.0,2016-03-01,2.0,Tavern_district_3,13,2.5,-3,12,2.5,-3,5,29.0,Female,0
39051326,2016-03-18,2015-10-21,3.5,-2.0,6.0,2016-01-22,0.0,Tavern_district_3,39,2.5,-3,5,5.5,-3,5,21.0,Female,0
46025395,2016-04-25,2015-03-15,,,,,2.0,Tavern_district_3,7,2.5,-3,12,2.5,-3,5,35.0,Male,1
62858137,2016-08-28,2015-10-30,4.5,-1.0,5.0,2015-11-30,0.0,Tavern_district_6,27,2.5,-3,18,2.5,-3,5,36.0,Male,0
34301269,2016-02-13,2016-01-18,,,,,0.0,Tavern_district_2,13,2.5,-3,6,2.5,-3,5,28.0,Female,0
25292885,2015-11-21,2015-08-28,,,,,0.0,Tavern_district_6,7,2.5,-3,9,2.5,-3,5,35.0,Female,0
5289371,2016-06-08,2015-12-25,,,,,0.0,Tavern_district_4,39,2.5,-3,8,2.5,-3,5,26.0,Female,0
17927852,2015-09-25,2015-06-30,,,,,0.0,Tavern_district_0,7,2.5,-3,7,2.5,-3,5,28.0,Female,0
50700580,2016-05-24,2016-02-25,,,,,0.0,Tavern_district_7,7,2.5,-3,8,2.5,-3,5,22.0,Female,1
38037063,2016-03-12,2015-09-25,,,,,0.0,Tavern_district_3,7,2.5,-3,10,2.5,-3,5,26.0,Female,0
3707009,2016-03-05,2016-02-19,,,,,0.0,Tavern_district_2,15,2.5,-3,5,2.5,-3,5,37.0,Female,0
46326498,2016-04-27,2015-02-18,5.5,-1.0,6.0,2015-11-20,4.0,Tavern_district_0,7,2.5,-2,19,2.5,-3,5,29.0,Female,0
4914068,2016-05-15,2015-10-17,,,,,0.0,Tavern_district_6,7,2.5,-3,9,2.5,-3,5,28.0,Male,0
58632596,2016-07-28,2016-04-19,3.5,-2.0,6.0,2016-05-20,0.0,Tavern_district_0,7,2.5,-3,8,2.5,-3,5,26.0,Female,0
38562235,2016-03-15,2015-10-18,,,,,0.0,Tavern_district_3,23,2.5,-3,10,2.5,-3,5,31.0,Female,0
62456138,2016-08-26,2016-01-05,,,,,1.0,Tavern_district_2,7,2.5,-3,11,2.5,-3,5,48.0,Female,0
3703977,2016-03-05,2015-10-28,,,,,0.0,Tavern_district_2,13,2.5,-3,8,2.5,-3,5,35.0,Female,0
5694346,2016-07-11,2016-01-05,,,,,3.0,Tavern_district_3,18,2.5,-3,16,2.5,-3,5,56.0,Female,0
57499022,2016-07-17,2015-10-07,3.5,-2.0,5.0,2016-04-08,4.0,Tavern_district_4,13,2.5,-3,14,2.5,-3,5,29.0,Female,0
58628980,2016-07-27,2016-03-04,,,,,0.0,Tavern_district_5,13,2.5,-3,5,2.5,-3,5,28.0,Female,0
6165652,2016-08-21,2015-11-30,,,,,0.0,Tavern_district_4,7,2.5,-3,14,2.5,-3,5,53.0,Female,1
66877769,2016-09-18,2016-04-15,,,,,0.0,Tavern_district_6,7,2.5,-3,8,4.5,-3,5,45.0,Female,0
29011438,2015-12-19,2015-04-10,4.5,-1.0,6.0,2015-08-14,2.0,Tavern_district_6,7,2.5,-3,11,2.5,-3,5,21.0,Female,0
65106118,2016-09-09,2016-04-29,,,,,2.0,Tavern_district_2,49,2.5,-3,8,2.5,-3,5,33.0,Female,0
3034919,2015-12-29,2015-12-26,,,,,0.0,Tavern_district_3,7,2.5,-3,5,2.5,-3,5,48.0,Female,0
57363713,2016-07-15,2016-03-04,,,,,0.0,Tavern_district_5,13,2.5,-3,9,2.5,-3,5,31.0,Female,0
53881431,2016-06-15,2015-09-01,,,,,1.0,Tavern_district_5,7,2.5,-3,12,2.5,-3,5,26.0,Female,0
31315649,2016-01-11,2015-07-09,,,,,0.0,Tavern_district_2,27,2.5,-3,12,2.5,-3,5,60.0,Female,0
29126990,2015-12-20,2015-04-17,,,,,1.0,Tavern_district_1,23,2.5,-3,8,3.5,-3,5,31.0,Female,0
66668862,2016-09-17,2015-11-03,3.5,-2.0,5.0,2016-02-06,2.0,Tavern_district_3,8,2.5,-3,5,10.5,-3,5,24.0,Male,0
45676931,2016-04-23,2016-01-03,,,,,0.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,35.0,Female,0
5954693,2015-02-28,2015-02-14,,,,,0.0,Tavern_district_4,7,2.5,-3,5,2.5,-3,5,30.0,Female,0
67990324,2016-09-24,2016-04-27,,,,,0.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,33.0,Female,0
61120036,2016-08-18,2015-06-21,,,,,1.0,Tavern_district_0,7,2.5,0,5,2.5,4,5,39.0,Female,0
41766361,2016-04-02,2016-03-28,,,,,0.0,Tavern_district_0,7,2.5,-3,6,2.5,-3,5,46.0,Female,0
62789435,2016-08-27,2016-04-29,,,,,0.0,Tavern_district_5,15,2.5,-3,8,2.5,-3,5,42.0,Male,0
58518375,2016-07-26,2016-06-28,,,,,0.0,Tavern_district_6,18,2.5,-3,7,2.5,-3,5,41.0,Female,0
18087486,2015-09-26,2015-03-24,,,,,0.0,Tavern_district_3,7,2.5,-3,11,2.5,-3,5,27.0,Male,0
2488044,2015-11-18,2015-07-18,,,,,0.0,Tavern_district_3,7,2.5,-3,7,2.5,-3,5,21.0,Female,1
26574088,2015-11-30,2015-10-07,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,21.0,Female,0
26462726,2015-11-29,2015-10-18,,,,,0.0,Tavern_district_3,7,2.5,-3,6,2.5,-3,5,20.0,Female,0
32549535,2016-01-27,2015-04-04,,,,,3.0,Tavern_district_0,7,2.5,-3,14,2.5,-3,5,33.0,Male,0
28269812,2015-12-14,2015-05-28,3.5,-2.0,6.0,2015-07-31,0.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,22.0,Female,0
1423346,2015-08-01,2015-03-24,,,,,0.0,Tavern_district_3,7,2.5,-3,9,2.5,-3,5,58.0,Female,0
56147545,2016-07-04,2015-05-04,7.5,-2.0,5.0,2015-09-06,0.0,Tavern_district_3,7,2.5,-3,17,2.5,-3,5,26.0,Male,0
66851769,2016-09-18,2016-05-26,,,,,0.0,Tavern_district_3,7,2.5,-3,8,2.5,-3,5,38.0,Female,0
64168746,2016-09-03,2015-12-05,,,,,3.0,Tavern_district_4,18,2.5,-3,18,2.5,-3,5,27.0,Female,0
6864684,2016-09-26,2016-05-27,,,,,0.0,Tavern_district_5,7,2.5,-3,8,2.5,-3,5,21.0,Female,0
56637512,2016-07-08,2015-10-04,,,,,0.0,Tavern_district_2,7,2.5,-3,15,2.5,-3,5,27.0,Female,0
50160175,2016-05-21,2016-04-21,,,,,0.0,Tavern_district_6,7,2.5,-3,6,2.5,-3,5,39.0,Female,1
42156618,2016-04-03,2016-01-17,,,,,2.0,Tavern_district_1,13,2.5,-3,5,3.5,-3,5,29.0,Female,0
46573349,2016-04-29,2015-02-24,3.5,-3.0,5.0,2015-10-30,1.0,Tavern_district_0,7,2.5,-3,19,2.5,-3,5,20.0,Female,1
32436947,2016-01-26,2015-06-28,3.5,-2.0,5.0,2016-01-01,0.0,Tavern_district_3,13,2.5,-3,14,2.5,-3,5,25.0,Male,1
49326465,2016-05-16,2015-09-20,,,,,0.0,Tavern_district_1,7,2.5,-3,11,2.5,-3,5,32.0,Female,0
